outcome,income,sex,eth,focc,fedu,mocc,medu,weights
3,9764.89373262842,1,3,10,11,10,9,217.69798
3,3447.29703262842,1,1,9,1,9,0,188.20505
2,1905.56253262842,1,1,10,1,10,0,70.201408
3,7013.03633262842,2,3,7,1,9,10,232.00462
3,2539.84683262842,2,1,8,1,10,0,165.03723
2,1201.87533262842,1,1,7,1,10,0,249.11191
4,20736.26173262842,1,1,10,1,10,5,268.90759
3,13151.98073262842,1,4,10,11,10,10,155.86305
2,1949.79073262842,1,1,10,1,10,0,1253.3018
3,3164.23353262842,1,3,8,12,10,8,2922.6372
3,14554.83173262842,2,1,10,7,10,10,165.23172
4,28728.41273262842,2,1,9,1,10,5,228.02606
3,7310.61833262842,2,3,9,1,9,0,189.01836
4,22698.61973262842,1,1,8,6,10,5,103.07272
3,3271.27143262842,2,1,9,7,10,0,353.75638
3,2400.28293262842,1,1,8,7,9,6,1135.5767
3,4649.11983262842,2,3,9,1,9,0,133.45219
3,8293.12513262842,1,1,3,1,10,0,866.10516
3,2209.81393262842,2,1,8,1,9,0,391.7522
3,3075.03553262842,1,4,7,11,5,10,218.70184
3,7891.73353262842,1,1,9,9,10,0,1049.3442
3,10951.22873262842,1,3,9,8,9,6,319.25195
3,5304.98843262842,1,1,10,1,10,0,93.417534
1,760.79509262842,2,1,10,1,10,0,1059.7568
3,2209.81393262842,2,1,7,11,10,5,246.14682
3,3298.03093262842,2,1,10,8,9,9,518.52332
3,6844.54753262842,1,1,9,8,9,5,2063.2961
3,10141.01173262842,2,1,7,11,5,8,253.32559
3,5475.01333262842,2,1,5,1,10,0,111.71712
3,2741.02023262842,1,1,10,1,10,0,306.79422
1,934.28093262842,1,1,10,1,9,7,536.76685
3,3235.59223262842,1,1,8,1,10,0,223.03433
3,2629.04513262842,2,1,5,9,10,12,553.99359
3,5403.10613262842,1,1,10,1,10,0,219.68835
3,2548.71993262842,2,1,10,1,10,0,289.15881
2,1335.67243262842,2,1,8,5,9,0,437.70947
3,6826.40303262842,1,1,10,1,10,0,234.4986
1,952.12053262842,2,1,9,1,10,0,319.59198
3,3967.01653262842,2,1,9,1,10,7,799.19214
3,5304.98843262842,2,1,9,1,10,0,977.56848
1,755.88469262842,1,1,9,1,9,0,173.37582
3,13000.29673262842,2,2,10,5,10,0,880.71619
2,1759.74243262842,2,1,8,1,5,8,873.0849
3,6375.36543262842,1,1,10,1,10,4,102.98138
3,3967.01653262842,2,1,10,8,10,7,505.95792
3,13481.482065961754,2,1,9,5,9,9,246.71407
4,15291.30873262842,1,1,10,1,9,0,1018.559
3,3521.02603262842,2,1,10,1,10,0,56.979713
1,845.08281262842,2,1,10,1,9,0,1461.0854
3,7980.93133262842,1,1,8,5,10,11,146.25372
3,13735.11073262842,1,2,10,12,10,9,600.58795
2,1897.62053262842,1,1,8,1,10,0,424.79568
3,14176.76373262842,1,3,9,1,10,0,30.262005
3,10454.52373262842,1,1,8,9,2,8,273.59769
3,2002.2023326284202,1,1,10,1,10,0,316.02374
3,7953.88833262842,2,1,10,1,10,0,160.15184
3,7677.65793262842,1,1,7,2,2,0,455.91431
3,8361.29213262842,1,4,9,11,10,8,350.29907
3,3858.12783262842,1,1,8,1,9,0,427.31372
2,1986.81863262842,1,1,9,3,9,1,238.83478
3,7864.97383262842,2,1,9,1,9,0,759.36792
3,4669.54993262842,2,1,10,1,10,0,222.34885
3,3469.96063262842,1,1,5,1,10,0,24.007013
3,3227.91223262842,1,1,6,3,2,7,303.63672
4,15634.12873262842,2,1,8,5,10,7,472.77759
3,9720.29513262842,2,3,7,10,7,9,122.55798
2,1714.76433262842,1,1,7,1,9,0,141.72418
1,845.08281262842,1,1,10,9,10,0,260.94189
3,2183.05433262842,1,1,7,1,9,0,835.71332
3,3641.44353262842,1,1,5,7,10,8,439.3692
3,2147.37513262842,2,1,9,1,10,0,364.3866
3,4975.49823262842,1,1,10,1,10,0,110.07925
3,6519.59833262842,1,1,10,1,10,8,681.24078
3,3699.42233262842,2,1,10,1,10,0,184.47295
4,21133.46673262842,2,1,8,1,10,0,239.08365
3,2591.23403262842,1,1,10,10,10,9,640.29657
3,5020.96163262842,1,1,8,1,10,0,340.26199
2,1323.94783262842,1,1,10,1,10,0,241.65002
2,1208.61853262842,1,1,10,1,10,0,89.590988
2,1029.24433262842,2,1,7,1,9,0,403.87637
3,8248.52553262842,1,1,9,1,10,0,580.59119
1,292.05455262841997,1,1,10,1,10,0,224.07059
1,934.28093262842,2,1,8,1,10,4,1253.2374
3,9363.50213262842,2,1,10,1,10,0,439.96829
3,6553.76193262842,2,1,9,10,9,0,339.12439
3,8498.28043262842,1,1,10,1,10,0,171.78674
3,6466.27463262842,1,1,10,1,10,0,53.371227
3,14375.14773262842,1,3,9,1,9,0,308.19043
4,26409.25973262842,2,1,10,1,10,0,408.00143
3,3092.87513262842,1,1,10,1,9,0,269.01636
4,28550.01573262842,1,3,9,7,9,0,117.18096
3,10013.352399295087,2,1,5,11,10,12,409.73117
2,1692.46493262842,1,1,10,1,10,0,281.2489
3,5706.37953262842,1,3,9,4,2,8,112.68531
3,2700.40353262842,1,1,9,1,9,5,197.34285
3,9274.04803262842,1,1,5,4,10,0,1345.1731
3,9278.67013262842,1,1,10,1,10,0,102.74235
3,6453.86003262842,1,3,9,9,9,8,416.16092
3,4056.21453262842,2,1,7,7,9,4,746.23334
3,4359.48843262842,1,1,9,9,9,4,175.71057
3,2374.93913262842,1,1,10,1,10,0,701.24969
3,3949.17693262842,1,1,10,1,10,0,32.537022
3,4294.00263262842,2,3,9,1,10,0,65.521965
1,668.81511262842,1,1,9,1,10,0,451.05353
4,15901.72373262842,2,3,7,1,10,0,62.20248
3,6018.57293262842,1,1,7,8,10,8,1334.7024
3,2075.33513262842,2,1,10,1,10,0,351.06708
3,5475.01333262842,1,1,9,1,10,0,111.71712
3,13184.155065961755,1,1,7,1,10,12,491.60507
3,2304.36393262842,2,3,9,11,5,3,34.672485
3,12822.892065961752,2,4,7,10,4,12,203.02878
3,6006.34143262842,2,3,7,5,9,0,36.046211
3,2807.44133262842,1,1,9,11,10,12,1434.3894
3,5412.02603262842,1,1,7,1,10,0,2017.729
3,2316.85173262842,1,1,10,1,10,0,194.72519
3,3521.02603262842,1,1,9,9,10,6,1082.3594
3,2727.16303262842,1,1,10,1,10,0,49.456001
3,5226.33563262842,1,1,10,1,10,0,406.05154
3,8293.12513262842,2,1,10,1,9,0,866.10516
3,5347.80343262842,2,1,7,1,9,0,576.30756
3,3096.51673262842,1,1,8,3,5,8,180.61572
3,2711.17693262842,1,1,8,1,10,0,373.67209
3,3271.27143262842,1,1,10,1,10,0,847.96436
3,14021.30073262842,2,1,8,9,10,5,2819.7427
2,1701.38473262842,1,1,10,1,10,0,1181.5637
4,25820.55273262842,1,1,5,1,9,0,445.72659
2,1960.05913262842,1,1,10,1,10,0,47.818161
2,1166.19593262842,1,1,3,1,6,7,1321.746
3,2062.97743262842,1,1,10,1,10,0,450.1102
3,2468.48843262842,1,1,10,1,10,0,115.18523
3,5750.97873262842,2,3,7,8,9,4,127.13081
2,1551.97113262842,2,1,9,1,10,0,385.23801
3,2495.77823262842,1,1,10,1,10,0,224.3356
3,2698.50283262842,1,1,10,1,10,0,73.611885
3,2045.65323262842,1,1,10,1,9,8,232.40532
2,1543.44853262842,1,1,10,1,10,0,674.34454
3,6196.96943262842,1,3,10,1,10,0,116.4157
3,3417.75703262842,1,1,5,1,9,0,440.83493
1,640.98979262842,2,1,10,1,10,0,546.80725
3,14135.60073262842,1,1,8,1,9,4,175.02037
3,3048.27603262842,1,1,10,1,10,0,547.92688
3,4522.12663262842,1,1,9,1,9,0,71.798164
3,2929.37173262842,2,1,9,1,10,0,228.01704
3,4181.29753262842,1,1,10,1,10,0,174.59888
3,8426.92203262842,2,1,9,1,10,0,766.31012
2,1603.26673262842,1,1,10,1,10,0,377.00757
3,4145.41273262842,2,1,10,5,9,7,97.792923
3,14522.126399295086,2,1,8,10,10,4,320.09827
2,1737.06393262842,1,1,10,1,10,0,803.50403
3,4795.26433262842,1,1,8,4,10,4,259.10382
3,2867.87593262842,2,1,7,1,10,0,236.5591
3,3342.62983262842,1,1,3,1,10,0,297.48605
3,3877.81853262842,1,1,8,1,9,0,1140.5023
3,2843.12053262842,1,1,10,1,10,0,577.18457
3,6072.09193262842,1,1,5,8,9,2,179.36012
3,7891.73353262842,1,1,10,1,10,3,459.56186
3,5108.75263262842,1,1,9,7,9,8,339.09494
2,1469.46953262842,1,1,10,1,10,0,132.54704
2,1458.50723262842,1,1,8,1,10,11,438.03842
3,2878.79973262842,1,1,9,1,9,8,917.74213
3,7051.96303262842,1,1,7,6,9,0,98.037613
3,3041.14033262842,2,1,8,1,9,0,361.67896
4,17362.89473262842,1,1,9,7,10,6,191.73849
1,738.04509262842,1,1,10,1,10,0,1873.3961
3,2683.63613262842,1,1,10,1,10,0,422.91403
2,1005.6394326284201,1,3,9,1,9,4,150.52684
1,887.65257262842,1,1,10,1,10,2,165.29562
4,20119.90273262842,2,4,9,11,4,8,274.21045
2,1380.27153262842,2,1,9,1,9,0,479.93365
2,1573.59683262842,1,1,10,1,10,0,498.63449
3,6982.80483262842,1,3,9,1,10,0,27.322264
3,3699.42233262842,1,1,10,7,9,0,531.64105
3,4166.31613262842,1,1,8,1,10,0,138.42914
3,14693.43973262842,2,1,7,1,9,0,31.827049
3,7980.93133262842,2,1,8,9,10,0,1098.7673
1,633.09660262842,2,1,10,1,10,6,533.41034
3,9240.03243262842,2,1,5,4,9,3,104.6596
3,11994.84673262842,2,1,7,9,5,8,347.75241
3,3719.49533262842,2,1,9,12,10,11,831.82599
3,12315.06773262842,1,1,8,1,10,0,196.6499
3,4805.41373262842,1,1,8,1,10,0,880.89697
4,17079.138065961753,2,1,8,10,10,6,93.174965
3,3342.62983262842,1,1,10,9,10,8,537.26434
3,2584.44593262842,1,1,5,3,9,2,726.06403
3,3699.42233262842,2,1,10,1,10,0,506.51053
3,5938.29463262842,1,1,8,6,10,9,767.13776
3,4493.28533262842,1,3,9,1,7,2,16.040993
3,7285.18623262842,2,1,9,1,10,0,605.5708
3,2672.03503262842,1,1,10,3,10,8,423.53601
1,470.45079262842,1,1,10,1,10,0,281.46341
3,2245.77483262842,1,1,9,1,10,1,564.7511
3,9404.74043262842,1,1,9,1,10,0,514.39276
3,2932.31853262842,1,1,10,1,10,0,1314.7078
2,1963.62713262842,1,1,10,1,5,0,548.5553
3,5483.38443262842,1,1,6,1,7,0,437.65857
3,2673.64393262842,2,1,10,3,10,7,631.75531
2,1737.06393262842,1,3,10,1,9,0,63.633533
4,15437.89373262842,1,1,10,1,9,3,226.81909
3,6580.52113262842,1,1,10,1,10,0,47.411358
4,21985.03573262842,1,1,8,9,9,8,567.03717
3,6110.44743262842,2,3,7,11,1,8,2348.2229
1,845.08281262842,2,1,10,1,10,0,310.78665
3,2361.45063262842,2,1,5,1,10,0,1707.2017
3,2049.25723262842,2,1,5,1,9,4,284.13074
3,5483.38443262842,2,4,7,9,10,8,173.61182
3,2629.04513262842,1,1,10,1,10,0,1148.8721
3,4680.60173262842,2,1,10,1,10,0,351.20493
3,4270.29023262842,1,1,10,8,9,9,334.27435
3,10807.54073262842,1,1,10,1,10,0,394.89709
3,2272.25263262842,1,1,7,1,10,0,166.17633
3,3610.22433262842,1,1,9,1,9,0,960.93744
3,4805.46213262842,1,1,9,1,10,0,64.465347
3,14968.117399295086,1,4,7,11,10,10,486.49301
2,1824.21063262842,1,1,8,1,10,8,440.60452
3,3418.44813262842,1,1,7,11,10,9,560.36377
3,3878.04633262842,2,1,10,1,10,0,1873.4828
3,2970.22773262842,2,1,10,1,10,0,660.78412
3,5308.24093262842,1,3,9,9,9,4,70.813095
4,16234.729399295087,1,3,9,1,9,0,247.31805
3,7088.95033262842,1,3,8,9,9,3,181.64098
3,6250.48843262842,1,1,8,1,9,0,827.53296
2,1987.64643262842,2,1,9,1,10,0,830.75818
3,3574.54483262842,1,1,10,1,10,0,206.01102
3,9943.29023262842,1,1,7,11,10,10,271.06757
4,27051.48673262842,1,1,5,9,9,8,50.736771
3,7980.93133262842,2,1,7,8,2,12,2087.6323
2,1023.4790326284201,1,1,10,1,10,0,219.53186
3,2447.39713262842,1,1,8,1,10,8,696.19568
3,3521.02603262842,1,1,9,1,10,3,404.87054
3,4345.29463262842,1,1,9,8,10,4,50.960762
4,25374.56273262842,2,1,10,1,10,0,39.563271
4,28496.49673262842,1,1,7,1,9,0,723.82446
3,4314.88933262842,1,1,9,1,9,2,398.08444
2,1897.62053262842,1,1,8,9,9,3,41.414822
3,9764.89373262842,2,1,8,3,10,0,342.82422
3,2332.77753262842,2,1,10,1,10,0,909.50623
3,2867.87593262842,1,1,10,1,10,9,236.5591
3,5929.37513262842,2,3,9,1,9,0,89.710587
3,5304.98843262842,2,1,8,12,10,0,641.66254
4,25166.07673262842,2,4,4,11,10,9,356.92618
3,4304.23403262842,1,1,10,1,10,0,841.7193
3,2953.54803262842,1,1,10,1,10,0,273.48093
3,4279.21013262842,1,1,10,7,10,8,683.8653
1,755.88469262842,1,1,10,9,10,8,150.29327
3,2271.62833262842,1,1,10,1,10,0,328.92456
4,24036.59173262842,2,1,9,1,10,0,564.59857
3,3508.01773262842,1,1,10,1,10,0,222.83006
3,3574.54483262842,1,1,10,1,10,0,554.81451
3,2910.01893262842,2,1,9,1,10,0,30.643993
3,5750.97873262842,1,3,6,9,9,8,224.13605
3,5929.37513262842,2,1,8,4,10,0,430.01511
3,5037.39373262842,1,3,8,1,10,0,24.077337
3,7241.30143262842,1,1,7,7,9,1,188.32675
4,24645.35973262842,2,1,10,1,10,0,133.96321
2,1112.67713262842,1,1,10,1,10,0,904.16028
3,12943.45473262842,1,1,9,5,10,12,129.99974
2,1873.77373262842,1,1,5,5,9,0,193.85205
3,3146.39393262842,2,1,9,1,9,0,235.15811
4,21137.65073262842,2,1,10,12,10,11,211.77573
3,12440.83673262842,1,1,7,6,9,7,340.39053
3,4172.17203262842,1,1,10,1,10,0,234.16873
2,1531.90823262842,1,1,10,1,10,0,91.675339
3,13689.61073262842,1,3,9,8,10,8,69.109367
3,5840.17693262842,1,3,10,9,10,0,342.04688
3,6660.79953262842,2,3,9,9,9,0,461.97635
3,13957.20573262842,1,1,5,9,10,0,747.75757
3,2896.63933262842,1,1,10,11,10,0,1689.1565
3,2354.20383262842,1,1,10,1,10,0,141.87608
3,5001.71453262842,1,1,10,1,10,0,56.374729
2,1790.58283262842,1,1,9,1,10,8,809.76227
3,14941.82873262842,1,1,8,1,9,7,112.00813
1,720.20549262842,1,1,10,1,10,0,75.442482
3,2961.57853262842,2,1,9,1,9,0,386.73788
4,17792.724065961753,2,1,10,11,10,9,4953.5845
4,20424.58073262842,1,1,10,1,10,0,102.67123
3,6223.72873262842,1,1,10,1,10,0,229.27013
3,5938.29463262842,2,1,8,6,10,9,767.13776
3,8174.91523262842,1,2,10,1,9,0,512.63123
3,9812.73263262842,2,1,10,9,7,10,53.099312
3,2283.50263262842,1,1,10,1,10,0,81.835121
3,4234.61103262842,2,1,7,1,8,9,444.62845
3,4888.13053262842,1,1,10,1,10,0,811.20807
3,10032.48873262842,1,1,9,11,9,8,479.91525
3,5420.9459326284195,2,1,10,1,10,0,531.88257
3,5483.38443262842,1,1,10,1,10,0,443.67166
1,845.08281262842,2,1,10,1,10,0,417.07834
4,21824.47873262842,2,4,7,11,2,10,696.61444
3,2076.01673262842,1,1,9,1,10,0,633.5835
2,1630.02613262842,1,1,10,1,9,0,243.43703
3,4769.79953262842,1,1,10,1,10,0,165.71623
3,2896.63933262842,2,1,7,1,9,0,1689.1565
3,9980.60773262842,2,1,8,5,9,0,1373.3153
3,5429.86543262842,1,1,10,1,10,0,941.58783
2,1166.19593262842,1,1,10,1,10,0,790.43964
3,12530.03573262842,2,1,10,1,10,0,953.29132
1,809.40355262842,1,1,10,7,10,0,268.46765
3,2432.80923262842,1,1,10,1,10,0,408.215
4,15222.96073262842,1,1,8,5,2,12,1177.0747
3,5037.39373262842,2,2,10,1,10,0,709.15594
4,21312.52373262842,2,1,5,11,2,10,471.31644
2,1398.11113262842,2,1,10,6,10,0,206.78493
4,28942.48673262842,2,2,9,1,10,0,1927.1332
2,1826.26203262842,1,1,10,7,10,0,688.88525
3,5438.78533262842,1,1,10,1,10,0,1711.8612
3,9140.50703262842,1,3,10,1,10,0,90.820908
3,4533.11393262842,2,1,10,1,10,0,298.1673
1,878.00511262842,1,1,10,1,10,0,84.912575
4,15919.56373262842,2,1,8,4,2,10,1685.8231
3,5750.97873262842,1,1,10,10,10,11,225.44664
3,9735.58513262842,2,1,7,1,10,0,84.98687
3,3842.13933262842,2,1,10,1,10,0,777.79614
3,5280.55043262842,1,1,10,1,10,0,382.52231
3,2941.23843262842,1,1,10,1,10,0,435.16687
2,1737.06393262842,1,1,10,9,10,2,262.65503
3,4825.42983262842,1,1,10,1,10,0,1680.3824
3,3763.87763262842,2,1,10,1,10,0,190.8949
3,4413.00703262842,1,1,10,1,10,0,202.10318
2,1452.49543262842,2,1,8,1,10,0,418.95367
2,1897.62053262842,1,1,10,1,10,0,135.43666
2,1737.06393262842,1,1,10,9,9,11,371.61285
4,20361.62873262842,1,1,9,1,9,0,181.40723
3,3950.73353262842,2,1,9,1,10,8,429.70413
2,1005.6394326284201,2,1,9,5,10,3,425.14993
3,2593.36563262842,1,1,10,1,10,0,176.33952
4,15313.015732628419,2,1,5,9,2,12,146.85042
4,16454.75173262842,2,1,5,4,9,0,238.53511
3,9943.29023262842,1,1,10,1,10,0,314.21603
3,5669.07483262842,1,2,10,1,10,7,651.60114
3,3011.00773262842,2,1,4,7,9,0,782.85333
3,3159.28993262842,1,1,8,1,10,0,322.13901
3,10656.87473262842,2,1,9,9,10,7,1020.1085
3,4680.60173262842,1,1,9,4,9,4,75.97364
4,18238.71473262842,1,1,10,1,9,8,2552.8765
1,755.88469262842,2,3,9,1,9,0,470.28146
3,5822.33713262842,1,1,10,4,10,4,202.78343
3,8248.52553262842,1,1,8,1,2,8,169.86803
3,4439.76673262842,2,1,10,1,10,7,290.39114
3,5750.97873262842,2,1,10,1,10,0,323.48544
2,1701.38473262842,2,1,10,1,10,0,1181.5637
3,5215.79023262842,1,1,8,9,10,6,289.01926
3,2361.45063262842,2,1,5,7,9,5,221.22652
3,2227.65353262842,1,1,8,3,10,4,296.11844
2,1846.12043262842,1,1,10,1,10,0,361.14786
3,3967.01653262842,2,1,9,11,9,8,332.47714
3,2450.6488326284198,2,1,10,1,10,0,390.8385
3,8730.19553262842,1,1,9,1,10,0,273.43674
2,1291.07343262842,2,1,10,1,9,0,688.15381
3,2325.77143262842,1,1,8,4,10,3,1956.1461
1,381.25264262842,1,1,10,2,10,4,814.35187
3,2299.01193262842,1,1,10,3,9,4,309.66525
3,2896.63933262842,1,1,10,1,10,0,103.03512
3,5019.55433262842,1,1,7,1,10,0,39.752861
2,1576.92883262842,1,1,10,1,9,0,492.54636
3,4948.1959326284195,1,1,7,9,9,8,529.48993
3,10032.48873262842,1,1,10,12,10,12,1107.9302
2,1734.92273262842,1,1,10,1,10,0,288.31128
3,2914.47893262842,1,1,9,9,7,8,102.2091
2,1558.66763262842,1,3,10,4,10,0,750.69
3,12306.76973262842,2,3,9,4,10,0,51.535271
4,15866.04373262842,1,1,8,1,10,2,202.86942
3,5527.98353262842,2,1,10,1,10,0,236.41727
2,1094.83753262842,1,1,10,1,10,0,125.38808
3,6696.47873262842,1,3,7,8,9,5,46.265305
4,16543.94973262842,1,1,8,1,9,0,2099.8467
3,3863.90883262842,1,1,10,1,10,0,32.067104
3,12556.79373262842,1,3,8,5,10,0,24.671881
3,4149.87273262842,2,1,8,1,10,0,459.22321
3,4145.41273262842,1,3,8,1,10,0,72.948784
4,17092.51773262842,1,1,10,1,10,0,29.16334
2,1728.14413262842,2,1,9,1,10,0,189.42529
2,1816.60383262842,1,1,9,1,10,0,145.03029
3,5138.43763262842,1,1,10,1,9,0,503.54538
3,9546.80383262842,1,1,9,7,10,3,55.24501
4,25423.62173262842,1,1,7,11,2,12,287.03036
3,3075.03553262842,1,3,7,1,9,7,146.19911
3,3388.24703262842,1,1,4,1,9,5,337.39307
3,4056.21453262842,2,3,9,1,10,0,119.61504
2,1380.27153262842,1,1,9,1,10,0,937.06683
3,2356.05343262842,2,1,10,3,10,0,803.42578
3,8426.92203262842,2,3,9,8,10,4,291.52029
3,11417.590065961753,1,2,7,8,3,7,893.34302
2,1870.86113262842,2,1,3,1,10,0,673.20508
3,3527.85713262842,1,1,9,1,10,4,444.75641
3,12716.28573262842,1,1,10,7,10,5,850.64697
4,28578.55873262842,2,1,8,1,9,10,135.75827
3,9818.41223262842,2,1,8,10,9,8,152.95848
3,7802.53533262842,1,1,10,1,10,0,381.08945
3,3342.62983262842,2,1,10,9,10,3,665.06927
3,12440.837399295087,2,1,10,1,10,0,927.05988
4,16377.717732628418,2,1,8,5,5,4,250.23764
3,2059.19723262842,2,1,8,1,10,0,2343.5334
4,29834.46873262842,1,1,10,1,10,0,209.20818
3,5143.58363262842,1,1,8,8,10,4,285.16785
3,5340.66763262842,2,1,7,4,9,3,204.45425
3,6358.90253262842,1,1,10,1,10,0,358.52789
3,7477.69643262842,1,3,7,5,10,7,76.193924
3,5171.19113262842,1,1,8,1,9,0,5133.876
3,6428.88443262842,1,1,8,6,10,9,44.115139
3,4059.78293262842,2,1,9,1,10,0,988.05713
2,1737.06393262842,1,1,10,1,10,0,535.72729
3,3699.42233262842,1,1,10,1,10,0,506.51053
4,15897.35473262842,2,1,9,1,9,3,218.98793
2,1789.27503262842,1,1,9,1,10,3,250.61082
4,24628.48073262842,1,1,10,1,10,0,396.54544
3,3506.12783262842,1,1,10,1,10,0,40.853767
4,15116.78073262842,2,4,9,9,10,0,917.11835
3,11959.16673262842,1,3,10,11,10,8,221.95522
2,1408.42193262842,1,1,8,1,9,8,79.939034
2,1882.53573262842,1,1,10,1,10,12,1430.6191
2,1976.9545326284199,1,1,8,9,10,5,210.17996
3,4288.13003262842,1,1,10,1,10,0,692.4707
1,934.28093262842,2,1,7,5,10,3,190.36108
3,4018.79803262842,2,3,10,6,10,1,133.16025
3,3155.31393262842,1,1,9,1,9,0,146.47739
4,16227.68473262842,1,1,10,12,10,8,155.3922
2,1112.67713262842,1,1,9,1,10,7,240.23093
4,20487.777399295086,2,1,8,1,10,8,209.91701
2,1451.62993262842,1,1,8,1,9,0,1379.9633
3,7088.95033262842,2,1,3,1,10,0,698.50464
3,12333.79873262842,1,1,9,1,10,0,489.991
4,16633.14873262842,1,1,10,1,10,0,281.13083
3,6464.56363262842,1,1,10,1,10,0,52.409138
3,3314.08663262842,1,1,8,1,10,0,548.78632
3,6411.04463262842,1,1,5,1,10,0,200.16867
4,19264.49273262842,1,1,10,1,10,0,445.15115
3,2816.36103262842,2,1,10,1,10,0,945.25458
3,14294.60773262842,2,3,7,9,10,0,38.776226
4,20664.90273262842,1,1,10,1,5,0,2696.5259
3,6207.67303262842,1,3,9,1,9,3,180.4884
3,14849.18573262842,1,4,5,11,10,8,381.98395
3,10032.48873262842,1,1,10,1,9,0,544.62213
3,10210.88373262842,1,3,10,5,10,8,42.049976
3,12530.03573262842,1,4,8,11,4,10,1185.8264
3,10639.47573262842,1,1,10,1,9,0,55.43782
1,488.29039262842,2,1,7,1,10,0,110.17145
3,10032.48873262842,1,3,7,9,5,10,197.52095
3,12084.04373262842,1,1,10,1,10,0,538.46539
1,881.7951526284199,1,1,10,1,10,0,375.52899
2,1970.74553262842,1,1,10,1,10,0,88.515816
3,4294.00263262842,1,3,9,1,10,0,65.521965
3,11994.84673262842,2,1,7,1,10,0,805.44562
3,8872.91223262842,1,3,8,9,7,8,105.88548
4,18387.37773262842,2,1,10,1,10,0,561.72833
1,613.16771262842,1,1,10,1,9,5,1460.3252
3,9076.50603262842,1,1,10,1,9,10,204.88872
3,11638.62673262842,1,1,9,1,10,7,89.713387
3,3967.01653262842,2,1,5,1,9,2,1546.5245
3,3030.43643262842,2,3,9,1,9,0,413.8461
4,18765.59573262842,2,2,9,1,10,0,381.90805
3,7695.90983262842,1,1,10,1,10,0,159.22665
3,6196.96943262842,2,1,7,12,10,8,139.60265
3,3342.62983262842,2,1,10,9,10,8,1113.5358
3,2637.96473262842,1,1,10,1,10,0,292.5575
3,5438.78533262842,1,1,10,3,9,4,339.12927
3,6330.76633262842,1,1,9,5,9,5,260.65701
3,3991.86813262842,1,1,10,1,10,8,72.252563
3,2200.89393262842,1,1,10,1,10,2,227.2424
4,15116.78073262842,1,1,8,9,10,8,86.803436
3,9122.66713262842,1,1,7,1,10,0,162.10999
4,29299.27973262842,1,1,9,11,10,8,319.20767
3,7792.97183262842,1,1,8,1,9,3,95.17955
3,4983.87513262842,2,3,9,4,9,6,75.775848
3,4409.27943262842,1,3,9,1,9,0,235.25453
2,1647.86573262842,2,1,8,1,10,0,68.782417
2,1738.13363262842,2,1,10,1,10,0,255.88969
3,3993.77603262842,1,1,9,9,9,1,1329.0547
3,3253.43183262842,2,1,10,1,3,0,748.9046
3,2095.73113262842,1,1,10,1,9,0,747.12494
3,2985.83733262842,2,1,9,1,10,0,133.55328
4,22318.35373262842,1,1,9,1,10,4,301.0531
3,9463.94253262842,2,1,10,1,10,0,341.35873
3,3546.39763262842,2,1,10,1,10,6,180.1581
3,2539.84683262842,2,1,10,1,10,0,2991.8313
4,26293.30273262842,2,3,7,1,9,7,110.01729
3,3515.05803262842,2,1,8,1,10,0,148.99834
3,3270.26163262842,1,1,9,1,10,0,215.70396
3,3371.10713262842,2,1,10,1,10,0,47.991901
3,3681.70033262842,2,1,7,1,10,0,1444.4508
3,12333.79873262842,2,3,9,6,9,0,44.973186
3,4894.67693262842,1,1,10,1,10,0,497.66037
3,2629.04513262842,2,1,5,1,5,7,392.81036
3,6342.29073262842,1,1,9,1,10,0,341.39111
3,5947.21453262842,1,1,10,1,10,0,813.02631
3,9903.88983262842,1,1,9,1,9,0,175.26083
3,2183.05433262842,1,3,9,5,9,0,176.15068
4,27604.51573262842,2,1,9,7,9,7,86.335129
3,2183.05433262842,1,1,8,1,5,0,606.34351
3,3583.10373262842,1,1,9,1,9,0,367.41092
3,2093.85633262842,2,1,5,9,5,10,1074.0134
3,6889.41083262842,1,1,5,8,9,12,176.07504
3,6976.72723262842,1,1,8,1,10,0,1009.6063
3,3069.74283262842,1,1,10,1,10,0,500.29153
3,9764.89373262842,1,1,9,9,4,8,178.94424
3,7676.32783262842,2,1,10,1,10,0,307.42438
4,18684.70573262842,1,2,8,7,10,0,61.654228
3,3431.82803262842,2,1,10,1,10,0,92.687561
3,8576.77463262842,2,1,3,10,9,6,987.20667
3,7240.58713262842,1,1,10,1,10,0,762.98224
3,10359.54773262842,2,4,7,9,10,8,655.95532
2,1291.07343262842,1,1,8,1,9,0,528.38898
2,1978.59303262842,1,1,10,1,10,0,352.86032
3,4680.60173262842,2,1,10,1,10,0,351.20493
4,18982.031399295087,2,4,9,11,9,8,313.51761
3,9764.89373262842,1,1,10,1,10,0,198.75621
3,4622.76193262842,2,1,10,1,10,0,279.27539
3,2176.89783262842,1,1,10,1,10,6,367.47299
3,5626.10123262842,2,3,10,1,10,0,335.20978
2,1121.59693262842,1,1,10,1,10,0,179.92361
2,1112.67713262842,2,1,10,8,10,6,701.83948
3,4652.05823262842,1,1,5,1,10,0,51.843693
4,15437.89373262842,1,1,10,1,9,5,226.81909
4,23144.60973262842,1,4,7,7,3,12,97.020142
3,3973.43643262842,2,1,8,1,9,0,776.83984
3,3521.02603262842,1,1,10,1,9,0,110.5953
2,1998.01823262842,2,1,6,7,10,9,685.66913
3,7954.17203262842,1,1,10,1,10,0,26.927137
